Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,86932,(+/- 3406 ),59282,(+/- 3450 ),56681,(+/- 3552 ),92044,(+/- 4170 ),73947,(+/- 3299 ),55520,(+/- 2955 ),56229,(+/- 3270 ),85605,(+/- 4486 ),46671,(+/- 2815 ),69741,(+/- 3593 ),100458,(+/- 3934 ),61664,(+/- 3417 ),86286,(+/- 3934 ),82124,(+/- 3396 ),80652,(+/- 3627 ),56617,(+/- 2632 ),68442,(+/- 3731 ),55316,(+/- 3351 ),84867,(+/- 3337 ),54065,(+/- 3041 ),69033,(+/- 3989 ),68716,(+/- 4724 ),78221,(+/- 3727 ),47699,(+/- 3267 ),70528,(+/- 3454 ),51029,(+/- 3372 ),84963,(+/- 3529 ),74278,(+/- 3901 ),63300,(+/- 3295 ),53125,(+/- 3145 ),51932,(+/- 2963 ),55099,(+/- 3219 ),52182,(+/- 2878 ),86666,(+/- 4261 ),50550,(+/- 2576 ),88629,(+/- 3844 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,15206,(+/- 1905 ),2674,(+/- 974 ),1173,(+/- 526 ),17912,(+/- 1892 ),10932,(+/- 1473 ),3810,(+/- 890 ),1404,(+/- 579 ),10049,(+/- 1685 ),5929,(+/- 1089 ),6565,(+/- 1429 ),16626,(+/- 1492 ),5145,(+/- 1211 ),15778,(+/- 1609 ),13040,(+/- 1680 ),20343,(+/- 2435 ),9686,(+/- 1432 ),9546,(+/- 1193 ),11091,(+/- 1918 ),17049,(+/- 2074 ),8672,(+/- 1371 ),5546,(+/- 1209 ),3486,(+/- 1030 ),19760,(+/- 2159 ),1592,(+/- 485 ),7057,(+/- 1348 ),2218,(+/- 745 ),12273,(+/- 1722 ),15256,(+/- 1771 ),11848,(+/- 1881 ),8124,(+/- 1232 ),4176,(+/- 1093 ),2189,(+/- 686 ),6873,(+/- 1038 ),20624,(+/- 2153 ),8740,(+/- 1202 ),13865,(+/- 2027 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,27234,(+/- 2354 ),8324,(+/- 1544 ),2274,(+/- 724 ),26482,(+/- 2325 ),19163,(+/- 2255 ),9215,(+/- 1566 ),4612,(+/- 1015 ),21702,(+/- 3271 ),11978,(+/- 1536 ),12988,(+/- 1748 ),29221,(+/- 2630 ),11649,(+/- 1787 ),24668,(+/- 2212 ),21001,(+/- 2032 ),26504,(+/- 2712 ),18927,(+/- 1696 ),18085,(+/- 1954 ),13238,(+/- 1344 ),26440,(+/- 2163 ),15189,(+/- 1751 ),10688,(+/- 1739 ),6340,(+/- 1461 ),25319,(+/- 2170 ),5440,(+/- 1000 ),15549,(+/- 2246 ),5458,(+/- 1120 ),21257,(+/- 2202 ),24368,(+/- 2509 ),20455,(+/- 2267 ),15897,(+/- 1945 ),9561,(+/- 1490 ),5577,(+/- 1307 ),16464,(+/- 1566 ),30386,(+/- 2978 ),15188,(+/- 1842 ),24182,(+/- 2379 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,25984,(+/- 2329 ),14887,(+/- 1784 ),11311,(+/- 1711 ),26894,(+/- 2087 ),23408,(+/- 2212 ),18483,(+/- 1596 ),10256,(+/- 1731 ),19863,(+/- 2397 ),15430,(+/- 1880 ),18749,(+/- 2066 ),29094,(+/- 2537 ),19207,(+/- 2231 ),26749,(+/- 2099 ),21382,(+/- 2058 ),20082,(+/- 2127 ),17890,(+/- 2082 ),20153,(+/- 2027 ),16649,(+/- 2209 ),22754,(+/- 2056 ),17225,(+/- 1771 ),16622,(+/- 1834 ),14079,(+/- 1980 ),17003,(+/- 1849 ),10769,(+/- 1333 ),19459,(+/- 2027 ),11305,(+/- 1459 ),26976,(+/- 2326 ),21998,(+/- 2348 ),17883,(+/- 2199 ),17665,(+/- 2049 ),16457,(+/- 1687 ),14603,(+/- 1766 ),19466,(+/- 2196 ),21365,(+/- 2223 ),17063,(+/- 1863 ),28001,(+/- 2575 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,10073,(+/- 1564 ),13590,(+/- 1902 ),15217,(+/- 2077 ),11332,(+/- 1488 ),10568,(+/- 1466 ),13498,(+/- 1788 ),9707,(+/- 1569 ),15506,(+/- 2360 ),8665,(+/- 1276 ),13194,(+/- 1699 ),14373,(+/- 1625 ),10607,(+/- 1336 ),11611,(+/- 1443 ),11438,(+/- 1532 ),9243,(+/- 1240 ),6129,(+/- 1049 ),10553,(+/- 1593 ),7150,(+/- 1390 ),11581,(+/- 1487 ),8527,(+/- 1316 ),14102,(+/- 1861 ),14256,(+/- 2067 ),7375,(+/- 1287 ),11467,(+/- 1652 ),9953,(+/- 1383 ),13588,(+/- 2348 ),12864,(+/- 2164 ),7118,(+/- 1398 ),7653,(+/- 1349 ),6998,(+/- 1317 ),11959,(+/- 1680 ),11695,(+/- 1543 ),7594,(+/- 1383 ),9282,(+/- 1597 ),6272,(+/- 1130 ),10663,(+/- 1526 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,5104,(+/- 1128 ),8021,(+/- 1458 ),11821,(+/- 1737 ),5226,(+/- 1014 ),4946,(+/- 1147 ),5759,(+/- 1186 ),10443,(+/- 1480 ),8122,(+/- 1825 ),2517,(+/- 785 ),7310,(+/- 1337 ),5144,(+/- 934 ),7130,(+/- 1288 ),3826,(+/- 971 ),7532,(+/- 1520 ),2541,(+/- 893 ),1674,(+/- 688 ),6146,(+/- 1632 ),3416,(+/- 797 ),4418,(+/- 911 ),2710,(+/- 787 ),7959,(+/- 1384 ),10571,(+/- 1565 ),3165,(+/- 600 ),6487,(+/- 1206 ),6301,(+/- 1186 ),7911,(+/- 1350 ),6086,(+/- 1297 ),3043,(+/- 858 ),3858,(+/- 1088 ),2300,(+/- 762 ),5353,(+/- 1012 ),6595,(+/- 1229 ),1213,(+/- 494 ),2817,(+/- 893 ),1817,(+/- 672 ),5689,(+/- 1133 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",3331,(+/- 752 ),11786,(+/- 2016 ),14885,(+/- 1595 ),4198,(+/- 969 ),4930,(+/- 911 ),4755,(+/- 1008 ),19807,(+/- 1849 ),10363,(+/- 1770 ),2152,(+/- 713 ),10935,(+/- 1373 ),6000,(+/- 1251 ),7926,(+/- 1259 ),3654,(+/- 782 ),7731,(+/- 1569 ),1939,(+/- 654 ),2311,(+/- 586 ),3959,(+/- 997 ),3772,(+/- 980 ),2625,(+/- 574 ),1742,(+/- 551 ),14116,(+/- 1823 ),19984,(+/- 2760 ),5599,(+/- 1178 ),11944,(+/- 1508 ),12209,(+/- 1352 ),10549,(+/- 1607 ),5507,(+/- 1056 ),2495,(+/- 953 ),1603,(+/- 869 ),2141,(+/- 725 ),4426,(+/- 897 ),14440,(+/- 1418 ),572,(+/- 315 ),2192,(+/- 672 ),1470,(+/- 452 ),6229,(+/- 1125 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),407,(+/- 15 ),645,(+/- 22 ),780,(+/- 26 ),410,(+/- 10 ),450,(+/- 15 ),560,(+/- 17 ),836,(+/- 27 ),504,(+/- 31 ),470,(+/- 22 ),566,(+/- 17 ),427,(+/- 12 ),547,(+/- 18 ),417,(+/- 12 ),453,(+/- 14 ),359,(+/- 14 ),398,(+/- 12 ),460,(+/- 17 ),434,(+/- 15 ),394,(+/- 13 ),431,(+/- 15 ),622,(+/- 25 ),748,(+/- 30 ),362,(+/- 13 ),691,(+/- 22 ),525,(+/- 19 ),707,(+/- 25 ),458,(+/- 14 ),384,(+/- 15 ),396,(+/- 12 ),427,(+/- 19 ),553,(+/- 19 ),682,(+/- 24 ),424,(+/- 12 ),360,(+/- 13 ),413,(+/- 15 ),441,(+/- 15 )
Housing,Gross Rent,Occupied units paying rent,78607,(+/- 3815 ),108872,(+/- 5211 ),103728,(+/- 4044 ),66895,(+/- 3602 ),88021,(+/- 4154 ),87104,(+/- 5388 ),148667,(+/- 6500 ),75627,(+/- 5112 ),136437,(+/- 6054 ),92385,(+/- 4741 ),78296,(+/- 3346 ),102854,(+/- 4891 ),82226,(+/- 4115 ),91465,(+/- 4696 ),66658,(+/- 4720 ),93400,(+/- 4576 ),117664,(+/- 4403 ),138678,(+/- 5979 ),89458,(+/- 4065 ),111244,(+/- 5181 ),124618,(+/- 5104 ),75041,(+/- 4940 ),58954,(+/- 4074 ),159971,(+/- 5509 ),78075,(+/- 4639 ),78256,(+/- 4154 ),87698,(+/- 4358 ),58802,(+/- 3391 ),107785,(+/- 5622 ),125217,(+/- 4365 ),101084,(+/- 4394 ),125872,(+/- 4207 ),118571,(+/- 4680 ),60060,(+/- 4226 ),128514,(+/- 5357 ),72519,(+/- 4379 )
Housing,Gross Rent,Less than $500,12220,(+/- 1908 ),1225,(+/- 704 ),1917,(+/- 738 ),10334,(+/- 1501 ),6371,(+/- 1004 ),2868,(+/- 846 ),1348,(+/- 730 ),5264,(+/- 1113 ),4948,(+/- 1198 ),5393,(+/- 1431 ),8839,(+/- 1363 ),5460,(+/- 1469 ),10954,(+/- 1811 ),10553,(+/- 1795 ),13195,(+/- 2368 ),16326,(+/- 1982 ),9781,(+/- 1851 ),12497,(+/- 1955 ),10816,(+/- 1802 ),9366,(+/- 1716 ),4948,(+/- 1530 ),2524,(+/- 1247 ),10074,(+/- 1213 ),1773,(+/- 716 ),7165,(+/- 1536 ),1294,(+/- 749 ),9842,(+/- 1564 ),7582,(+/- 1319 ),8662,(+/- 1709 ),10432,(+/- 1597 ),5743,(+/- 1382 ),3384,(+/- 998 ),7879,(+/- 1538 ),14786,(+/- 2034 ),12807,(+/- 1658 ),7635,(+/- 1359 )
Housing,Gross Rent,$500 to $999,47328,(+/- 3548 ),32967,(+/- 3773 ),24477,(+/- 2814 ),37757,(+/- 3129 ),51036,(+/- 2858 ),40443,(+/- 3370 ),51447,(+/- 3846 ),28430,(+/- 3009 ),77475,(+/- 4705 ),26987,(+/- 2955 ),41098,(+/- 3455 ),46974,(+/- 3526 ),52712,(+/- 3746 ),46652,(+/- 4201 ),40650,(+/- 3408 ),52670,(+/- 3712 ),58342,(+/- 4256 ),74112,(+/- 4470 ),49594,(+/- 3372 ),57213,(+/- 4679 ),44663,(+/- 3479 ),23512,(+/- 3633 ),29027,(+/- 2815 ),60264,(+/- 4291 ),31213,(+/- 2710 ),24280,(+/- 2525 ),44228,(+/- 3333 ),33064,(+/- 2617 ),66844,(+/- 4309 ),59796,(+/- 3726 ),39711,(+/- 2954 ),48903,(+/- 3375 ),81937,(+/- 3971 ),36908,(+/- 3432 ),51395,(+/- 3494 ),36873,(+/- 3373 )
Housing,Gross Rent,"$1,000 to $1,499",14476,(+/- 1850 ),43841,(+/- 3447 ),44759,(+/- 3361 ),12991,(+/- 1926 ),25385,(+/- 2626 ),30031,(+/- 3269 ),54163,(+/- 4846 ),22889,(+/- 3458 ),41362,(+/- 4430 ),39388,(+/- 3182 ),21685,(+/- 2644 ),35671,(+/- 3335 ),15283,(+/- 2080 ),27711,(+/- 2794 ),9216,(+/- 1782 ),20248,(+/- 2967 ),35086,(+/- 3238 ),36896,(+/- 3705 ),20609,(+/- 2535 ),32617,(+/- 3073 ),45211,(+/- 3556 ),28670,(+/- 3514 ),13368,(+/- 1895 ),70369,(+/- 4542 ),24951,(+/- 3032 ),31858,(+/- 2916 ),23983,(+/- 2468 ),13378,(+/- 2107 ),28937,(+/- 3372 ),39265,(+/- 3409 ),37593,(+/- 3428 ),46157,(+/- 3627 ),24973,(+/- 2546 ),7340,(+/- 1643 ),45014,(+/- 3921 ),21875,(+/- 2606 )
Housing,Gross Rent,"$1,500 to $1,999",3076,(+/- 929 ),22708,(+/- 2978 ),24788,(+/- 2722 ),4193,(+/- 1143 ),3956,(+/- 1344 ),10443,(+/- 2022 ),27939,(+/- 3659 ),12428,(+/- 2668 ),10314,(+/- 1804 ),14626,(+/- 2339 ),5061,(+/- 1392 ),9981,(+/- 2254 ),2272,(+/- 847 ),4345,(+/- 1001 ),2983,(+/- 1240 ),3101,(+/- 1037 ),11183,(+/- 1974 ),10327,(+/- 1742 ),6259,(+/- 1317 ),10167,(+/- 2015 ),20855,(+/- 2744 ),12959,(+/- 2686 ),4122,(+/- 1197 ),19636,(+/- 2569 ),9929,(+/- 1733 ),15694,(+/- 1893 ),8690,(+/- 1494 ),3824,(+/- 1077 ),2551,(+/- 903 ),11194,(+/- 1972 ),14263,(+/- 1878 ),17843,(+/- 2283 ),3119,(+/- 912 ),766,(+/- 456 ),16340,(+/- 2511 ),4716,(+/- 1268 )
Housing,Gross Rent,"$2,000 to $2,499",562,(+/- 386 ),4097,(+/- 1296 ),4766,(+/- 1383 ),1153,(+/- 656 ),660,(+/- 515 ),1616,(+/- 615 ),6710,(+/- 1494 ),3846,(+/- 1307 ),1321,(+/- 742 ),4207,(+/- 1690 ),1414,(+/- 678 ),2044,(+/- 700 ),461,(+/- 281 ),1249,(+/- 730 ),358,(+/- 355 ),535,(+/- 352 ),2482,(+/- 848 ),2826,(+/- 886 ),1493,(+/- 808 ),1347,(+/- 613 ),5305,(+/- 1311 ),3905,(+/- 1390 ),1216,(+/- 678 ),4787,(+/- 1263 ),2891,(+/- 1110 ),3898,(+/- 1060 ),720,(+/- 385 ),767,(+/- 502 ),791,(+/- 563 ),3552,(+/- 1177 ),3321,(+/- 1066 ),4828,(+/- 1105 ),494,(+/- 226 ),90,(+/- 173 ),2293,(+/- 790 ),1096,(+/- 602 )
Housing,Gross Rent,"$2,500 to $2,999",538,(+/- 437 ),2614,(+/- 1160 ),2269,(+/- 737 ),182,(+/- 269 ),348,(+/- 321 ),1271,(+/- 799 ),2769,(+/- 1229 ),767,(+/- 534 ),338,(+/- 418 ),1057,(+/- 546 ),180,(+/- 230 ),1232,(+/- 726 ),200,(+/- 179 ),933,(+/- 1042 ),256,(+/- 365 ),195,(+/- 147 ),705,(+/- 480 ),740,(+/- 423 ),177,(+/- 195 ),223,(+/- 249 ),1580,(+/- 817 ),2506,(+/- 1467 ),495,(+/- 351 ),2324,(+/- 872 ),1052,(+/- 707 ),473,(+/- 278 ),141,(+/- 148 ),40,(+/- 66 ),0,(+/- 220 ),439,(+/- 294 ),276,(+/- 204 ),2775,(+/- 870 ),0,(+/- 220 ),61,(+/- 105 ),518,(+/- 463 ),136,(+/- 224 )
Housing,Gross Rent,"$3,000 or more",407,(+/- 358 ),1420,(+/- 592 ),752,(+/- 568 ),285,(+/- 269 ),265,(+/- 226 ),432,(+/- 350 ),4291,(+/- 1413 ),2003,(+/- 939 ),679,(+/- 654 ),727,(+/- 383 ),19,(+/- 43 ),1492,(+/- 753 ),344,(+/- 224 ),22,(+/- 39 ),0,(+/- 220 ),325,(+/- 311 ),85,(+/- 99 ),1280,(+/- 585 ),510,(+/- 310 ),311,(+/- 377 ),2056,(+/- 767 ),965,(+/- 569 ),652,(+/- 487 ),818,(+/- 549 ),874,(+/- 405 ),759,(+/- 412 ),94,(+/- 111 ),147,(+/- 236 ),0,(+/- 220 ),539,(+/- 260 ),177,(+/- 213 ),1982,(+/- 712 ),169,(+/- 136 ),109,(+/- 129 ),147,(+/- 175 ),188,(+/- 147 )
Housing,Gross Rent,Median (dollars),783,(+/- 19 ),1209,(+/- 35 ),1240,(+/- 29 ),765,(+/- 25 ),867,(+/- 19 ),1003,(+/- 34 ),1177,(+/- 29 ),1075,(+/- 44 ),921,(+/- 20 ),1152,(+/- 29 ),885,(+/- 29 ),992,(+/- 24 ),773,(+/- 20 ),884,(+/- 19 ),728,(+/- 27 ),781,(+/- 23 ),927,(+/- 26 ),888,(+/- 22 ),838,(+/- 26 ),915,(+/- 20 ),1108,(+/- 20 ),1149,(+/- 42 ),841,(+/- 30 ),1096,(+/- 17 ),1010,(+/- 36 ),1183,(+/- 30 ),887,(+/- 25 ),796,(+/- 23 ),851,(+/- 16 ),936,(+/- 24 ),1054,(+/- 28 ),1102,(+/- 24 ),836,(+/- 12 ),687,(+/- 22 ),1000,(+/- 23 ),896,(+/- 30 )
Housing,Gross Rent,No rent paid,7903,(+/- 1636 ),1950,(+/- 748 ),2432,(+/- 809 ),6526,(+/- 1152 ),5787,(+/- 1376 ),3796,(+/- 1153 ),2321,(+/- 797 ),5511,(+/- 1710 ),6075,(+/- 1786 ),4685,(+/- 1463 ),6756,(+/- 1284 ),3421,(+/- 776 ),7954,(+/- 1263 ),6667,(+/- 1563 ),7531,(+/- 1584 ),5555,(+/- 1155 ),5097,(+/- 964 ),5088,(+/- 1199 ),10191,(+/- 1532 ),4058,(+/- 1142 ),5211,(+/- 1360 ),5312,(+/- 1459 ),8044,(+/- 1409 ),3503,(+/- 923 ),3935,(+/- 976 ),4129,(+/- 1056 ),5753,(+/- 1351 ),6014,(+/- 1135 ),5260,(+/- 1255 ),3901,(+/- 1081 ),4090,(+/- 1037 ),2593,(+/- 780 ),4275,(+/- 1138 ),8532,(+/- 1522 ),5381,(+/- 1194 ),5581,(+/- 1322 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,250547,(+/- 3519 ),287714,(+/- 8365 ),304582,(+/- 3200 ),262678,(+/- 4339 ),253878,(+/- 5278 ),263565,(+/- 5570 ),303045,(+/- 7706 ),276789,(+/- 4792 ),267825,(+/- 6917 ),289151,(+/- 6671 ),264303,(+/- 4060 ),280567,(+/- 4949 ),254848,(+/- 4171 ),271252,(+/- 4285 ),221925,(+/- 4785 ),239593,(+/- 3618 ),278052,(+/- 4880 ),274686,(+/- 6506 ),256558,(+/- 4187 ),254256,(+/- 5632 ),315308,(+/- 6823 ),284890,(+/- 5833 ),226789,(+/- 5893 ),310253,(+/- 6459 ),266033,(+/- 6228 ),282462,(+/- 4307 ),260365,(+/- 4855 ),212327,(+/- 5165 ),234493,(+/- 6345 ),263998,(+/- 4881 ),280467,(+/- 3673 ),286210,(+/- 4629 ),229843,(+/- 5696 ),210523,(+/- 4512 ),264053,(+/- 5814 ),251784,(+/- 6015 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",20871,(+/- 2370 ),12455,(+/- 2107 ),11526,(+/- 1859 ),18882,(+/- 1920 ),13432,(+/- 2055 ),10915,(+/- 1625 ),14346,(+/- 2095 ),13864,(+/- 2381 ),20257,(+/- 2499 ),11894,(+/- 1999 ),17344,(+/- 2026 ),14343,(+/- 1755 ),17222,(+/- 2196 ),20794,(+/- 2212 ),24136,(+/- 2634 ),21974,(+/- 2473 ),20819,(+/- 2259 ),26525,(+/- 2950 ),22074,(+/- 2751 ),19688,(+/- 2723 ),18324,(+/- 2770 ),11095,(+/- 2124 ),18375,(+/- 2126 ),8917,(+/- 1412 ),11974,(+/- 1825 ),10222,(+/- 1687 ),19689,(+/- 2279 ),21499,(+/- 2388 ),16422,(+/- 2122 ),24167,(+/- 3034 ),11197,(+/- 1698 ),12254,(+/- 1739 ),20482,(+/- 2100 ),26198,(+/- 3123 ),21453,(+/- 2164 ),15282,(+/- 2314 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",14204,(+/- 1978 ),6526,(+/- 1587 ),5198,(+/- 1318 ),13681,(+/- 1887 ),14143,(+/- 2120 ),9526,(+/- 1494 ),11220,(+/- 2268 ),10752,(+/- 2067 ),13772,(+/- 2114 ),9755,(+/- 1480 ),12286,(+/- 1876 ),9748,(+/- 2086 ),13169,(+/- 1485 ),13569,(+/- 2011 ),16825,(+/- 2402 ),18942,(+/- 2097 ),13680,(+/- 2060 ),18995,(+/- 2181 ),13605,(+/- 1757 ),13561,(+/- 1962 ),11353,(+/- 1791 ),6048,(+/- 1777 ),13711,(+/- 1493 ),8816,(+/- 1827 ),9310,(+/- 1633 ),5743,(+/- 1177 ),13369,(+/- 2118 ),14473,(+/- 1817 ),15762,(+/- 2258 ),13646,(+/- 2290 ),8583,(+/- 1429 ),9239,(+/- 1813 ),14679,(+/- 2316 ),17592,(+/- 2122 ),13913,(+/- 1891 ),12484,(+/- 2007 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",36123,(+/- 3442 ),21714,(+/- 2948 ),14002,(+/- 1791 ),27289,(+/- 2258 ),26448,(+/- 2596 ),17951,(+/- 1870 ),23592,(+/- 2932 ),22194,(+/- 2693 ),34356,(+/- 3304 ),20338,(+/- 2271 ),31869,(+/- 2761 ),23827,(+/- 2836 ),28995,(+/- 2960 ),26388,(+/- 2577 ),29651,(+/- 2941 ),29125,(+/- 3019 ),32655,(+/- 3048 ),36746,(+/- 3700 ),25079,(+/- 2465 ),26046,(+/- 3008 ),22266,(+/- 2304 ),15102,(+/- 2571 ),24779,(+/- 2926 ),19604,(+/- 2533 ),19139,(+/- 2086 ),15799,(+/- 2166 ),26652,(+/- 2796 ),27751,(+/- 2787 ),35734,(+/- 2891 ),32150,(+/- 2684 ),20076,(+/- 2528 ),21163,(+/- 2813 ),35765,(+/- 2926 ),30539,(+/- 3184 ),31017,(+/- 2646 ),24670,(+/- 2678 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",28672,(+/- 2828 ),23926,(+/- 3094 ),16795,(+/- 2126 ),25971,(+/- 2772 ),31098,(+/- 3174 ),22826,(+/- 2548 ),25353,(+/- 3584 ),24438,(+/- 3515 ),32933,(+/- 3878 ),22614,(+/- 2493 ),30548,(+/- 2945 ),26198,(+/- 2745 ),31538,(+/- 2809 ),26328,(+/- 3115 ),23810,(+/- 3212 ),26230,(+/- 3070 ),31263,(+/- 3184 ),31146,(+/- 3169 ),32475,(+/- 2995 ),28175,(+/- 2824 ),24073,(+/- 2989 ),19446,(+/- 3029 ),22969,(+/- 2330 ),25608,(+/- 2480 ),21719,(+/- 2385 ),18042,(+/- 2166 ),26051,(+/- 2327 ),24185,(+/- 2609 ),30109,(+/- 2851 ),35174,(+/- 2991 ),22590,(+/- 2827 ),24300,(+/- 2757 ),33962,(+/- 2792 ),24097,(+/- 2460 ),29587,(+/- 3111 ),26483,(+/- 2878 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",37983,(+/- 3273 ),29547,(+/- 3406 ),30153,(+/- 2647 ),37097,(+/- 2590 ),40272,(+/- 3202 ),34122,(+/- 3261 ),33431,(+/- 2680 ),35366,(+/- 4152 ),42394,(+/- 4492 ),31089,(+/- 3320 ),38449,(+/- 3205 ),34524,(+/- 3483 ),36009,(+/- 3040 ),33143,(+/- 3491 ),32885,(+/- 3425 ),36830,(+/- 3375 ),38028,(+/- 2724 ),41605,(+/- 3664 ),39376,(+/- 3480 ),41140,(+/- 3492 ),36912,(+/- 3234 ),26603,(+/- 3231 ),30618,(+/- 3253 ),40421,(+/- 2584 ),34866,(+/- 3166 ),26584,(+/- 2995 ),35586,(+/- 3224 ),28005,(+/- 2909 ),37429,(+/- 3476 ),38794,(+/- 3654 ),34330,(+/- 2998 ),33595,(+/- 2789 ),37756,(+/- 3160 ),28255,(+/- 2351 ),38723,(+/- 3188 ),31690,(+/- 2860 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",43037,(+/- 3442 ),52995,(+/- 4533 ),50444,(+/- 3598 ),47846,(+/- 3059 ),46558,(+/- 3953 ),54876,(+/- 3743 ),49496,(+/- 4585 ),48591,(+/- 4188 ),50045,(+/- 4122 ),51194,(+/- 3755 ),47857,(+/- 3349 ),55320,(+/- 3930 ),49047,(+/- 3061 ),41895,(+/- 3794 ),39249,(+/- 3280 ),42765,(+/- 4092 ),49005,(+/- 3483 ),42915,(+/- 3638 ),48890,(+/- 3198 ),49695,(+/- 3126 ),57930,(+/- 3788 ),41672,(+/- 4011 ),38892,(+/- 2856 ),61249,(+/- 4074 ),46096,(+/- 3897 ),45628,(+/- 3384 ),49648,(+/- 3479 ),36685,(+/- 3126 ),46013,(+/- 3716 ),47400,(+/- 3541 ),54659,(+/- 4095 ),50680,(+/- 3093 ),46840,(+/- 3422 ),36203,(+/- 3212 ),52599,(+/- 2977 ),44358,(+/- 3938 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",29816,(+/- 2665 ),34539,(+/- 4071 ),41446,(+/- 3333 ),32343,(+/- 2916 ),28900,(+/- 2579 ),37715,(+/- 3058 ),34375,(+/- 3683 ),33722,(+/- 4100 ),32717,(+/- 3290 ),36512,(+/- 2481 ),27404,(+/- 2823 ),36062,(+/- 3494 ),29343,(+/- 2468 ),31093,(+/- 2932 ),18554,(+/- 2378 ),26820,(+/- 2699 ),31472,(+/- 2996 ),26118,(+/- 2513 ),29906,(+/- 2828 ),29478,(+/- 2384 ),39684,(+/- 3738 ),38364,(+/- 4548 ),27715,(+/- 2719 ),38672,(+/- 3045 ),35648,(+/- 3540 ),36324,(+/- 3433 ),31904,(+/- 2797 ),23188,(+/- 2384 ),23549,(+/- 3167 ),31158,(+/- 3246 ),40566,(+/- 2706 ),35917,(+/- 2838 ),21106,(+/- 2226 ),21422,(+/- 2401 ),33736,(+/- 3404 ),28298,(+/- 3148 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",24373,(+/- 2498 ),46419,(+/- 4446 ),59943,(+/- 3980 ),33769,(+/- 2739 ),31941,(+/- 2815 ),44778,(+/- 3154 ),46778,(+/- 3933 ),43209,(+/- 4404 ),28095,(+/- 3174 ),53702,(+/- 4556 ),34369,(+/- 2977 ),46338,(+/- 3219 ),30443,(+/- 2378 ),41505,(+/- 3468 ),23042,(+/- 2828 ),24052,(+/- 2567 ),36410,(+/- 3258 ),28257,(+/- 2940 ),28128,(+/- 2117 ),31625,(+/- 2785 ),51656,(+/- 3075 ),53736,(+/- 4548 ),26263,(+/- 2052 ),50920,(+/- 3075 ),40382,(+/- 3122 ),57838,(+/- 3450 ),36121,(+/- 2827 ),23955,(+/- 2456 ),19562,(+/- 2342 ),27741,(+/- 2705 ),53142,(+/- 3453 ),47089,(+/- 3886 ),13919,(+/- 1823 ),16194,(+/- 2104 ),29280,(+/- 3008 ),39508,(+/- 3228 )
