Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,26.3,(+/- 7.4 ),22.5,(+/- 7.1 ),21.2,(+/- 8.2 ),26.4,(+/- 5.4 ),25.1,(+/- 4.1 ),27.4,(+/- 7.4 ),40.2,(+/- 5.3 ),35.0,(+/- 4.3 ),27.6,(+/- 3.9 ),39.0,(+/- 9.3 ),40.4,(+/- 7.7 ),24.7,(+/- 8.0 ),46.4,(+/- 4.9 ),26.3,(+/- 5.0 ),53.7,(+/- 3.5 ),29.4,(+/- 5.2 ),25.4,(+/- 6.5 ),22.4,(+/- 5.5 ),34.4,(+/- 5.3 ),31.9,(+/- 4.8 ),35.5,(+/- 5.0 ),43.5,(+/- 6.4 ),39.6,(+/- 5.4 ),40.0,(+/- 5.4 ),40.5,(+/- 4.5 ),37.8,(+/- 4.8 ),31.5,(+/- 5.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,25.0,(+/- 21.4 ),27.4,(+/- 20.4 ),13.7,(+/- 21.0 ),22.7,(+/- 12.5 ),21.9,(+/- 10.3 ),36.8,(+/- 17.7 ),38.9,(+/- 15.0 ),36.8,(+/- 10.3 ),27.5,(+/- 13.8 ),34.9,(+/- 21.0 ),35.2,(+/- 18.5 ),22.4,(+/- 18.8 ),37.4,(+/- 12.0 ),22.1,(+/- 13.0 ),47.6,(+/- 12.4 ),26.0,(+/- 14.7 ),8.2,(+/- 13.4 ),42.3,(+/- 20.6 ),39.4,(+/- 17.4 ),41.1,(+/- 15.2 ),57.8,(+/- 10.3 ),46.5,(+/- 16.4 ),41.6,(+/- 11.4 ),44.8,(+/- 12.8 ),43.0,(+/- 11.8 ),44.1,(+/- 11.6 ),57.4,(+/- 15.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,7.2,(+/- 1.2 ),7.1,(+/- 1.1 ),5.2,(+/- 0.7 ),6.8,(+/- 0.9 ),12.4,(+/- 1.2 ),14.2,(+/- 1.2 ),23.6,(+/- 1.3 ),20.8,(+/- 1.2 ),17.7,(+/- 1.2 ),16.4,(+/- 1.3 ),14.1,(+/- 1.2 ),9.9,(+/- 0.8 ),27.3,(+/- 1.7 ),15.2,(+/- 1.3 ),36.0,(+/- 1.8 ),13.2,(+/- 1.4 ),11.1,(+/- 1.2 ),10.1,(+/- 1.0 ),13.5,(+/- 1.0 ),11.0,(+/- 0.9 ),13.7,(+/- 1.1 ),15.2,(+/- 1.2 ),16.2,(+/- 1.0 ),14.3,(+/- 1.0 ),15.4,(+/- 1.1 ),17.8,(+/- 1.2 ),8.5,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,9.6,(+/- 3.0 ),10.5,(+/- 2.9 ),5.9,(+/- 1.7 ),9.5,(+/- 2.0 ),18.6,(+/- 3.0 ),17.0,(+/- 2.9 ),33.3,(+/- 2.6 ),25.9,(+/- 3.0 ),21.8,(+/- 2.5 ),25.2,(+/- 3.6 ),20.0,(+/- 2.4 ),6.6,(+/- 1.9 ),40.3,(+/- 3.8 ),20.2,(+/- 2.6 ),47.2,(+/- 3.3 ),17.3,(+/- 2.9 ),17.4,(+/- 2.6 ),14.2,(+/- 2.4 ),18.1,(+/- 2.4 ),15.7,(+/- 2.4 ),18.9,(+/- 2.4 ),24.0,(+/- 3.3 ),22.3,(+/- 2.4 ),20.0,(+/- 2.2 ),22.4,(+/- 2.5 ),25.7,(+/- 2.8 ),11.8,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,9.5,(+/- 3.0 ),10.1,(+/- 2.9 ),5.7,(+/- 1.7 ),9.3,(+/- 2.0 ),18.5,(+/- 3.0 ),16.8,(+/- 2.9 ),33.3,(+/- 2.6 ),25.6,(+/- 2.9 ),21.6,(+/- 2.5 ),25.0,(+/- 3.5 ),19.9,(+/- 2.4 ),6.7,(+/- 1.9 ),40.0,(+/- 3.8 ),20.0,(+/- 2.6 ),47.0,(+/- 3.3 ),16.8,(+/- 3.0 ),17.2,(+/- 2.5 ),13.5,(+/- 2.4 ),17.7,(+/- 2.4 ),15.5,(+/- 2.4 ),18.5,(+/- 2.4 ),23.4,(+/- 3.3 ),21.7,(+/- 2.3 ),19.1,(+/- 2.3 ),22.2,(+/- 2.5 ),25.5,(+/- 2.8 ),11.3,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,10.5,(+/- 4.7 ),10.7,(+/- 4.5 ),3.9,(+/- 2.0 ),11.8,(+/- 3.4 ),20.6,(+/- 4.6 ),15.1,(+/- 4.5 ),32.0,(+/- 4.1 ),25.0,(+/- 4.1 ),20.1,(+/- 3.9 ),23.5,(+/- 3.9 ),19.9,(+/- 4.0 ),3.5,(+/- 1.9 ),41.1,(+/- 6.4 ),19.6,(+/- 4.1 ),47.7,(+/- 4.5 ),16.9,(+/- 4.5 ),19.1,(+/- 4.7 ),19.8,(+/- 4.0 ),23.3,(+/- 4.2 ),21.2,(+/- 3.7 ),22.2,(+/- 3.9 ),29.1,(+/- 5.7 ),25.3,(+/- 3.4 ),20.2,(+/- 3.6 ),24.9,(+/- 4.2 ),31.1,(+/- 4.9 ),16.1,(+/- 4.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,9.2,(+/- 2.9 ),9.9,(+/- 2.6 ),6.3,(+/- 2.0 ),8.5,(+/- 2.1 ),17.7,(+/- 3.1 ),17.5,(+/- 3.3 ),33.8,(+/- 2.8 ),25.9,(+/- 3.1 ),22.2,(+/- 2.9 ),25.9,(+/- 4.1 ),19.9,(+/- 2.7 ),8.6,(+/- 2.6 ),39.5,(+/- 3.6 ),20.2,(+/- 2.8 ),46.8,(+/- 3.5 ),16.8,(+/- 3.1 ),16.6,(+/- 2.5 ),11.5,(+/- 2.6 ),15.9,(+/- 2.4 ),13.3,(+/- 2.4 ),17.1,(+/- 2.4 ),21.4,(+/- 3.3 ),20.5,(+/- 2.5 ),18.8,(+/- 2.5 ),21.2,(+/- 2.5 ),23.3,(+/- 3.0 ),9.9,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,6.6,(+/- 0.9 ),6.2,(+/- 0.8 ),5.0,(+/- 0.6 ),6.1,(+/- 0.7 ),10.6,(+/- 0.9 ),13.5,(+/- 1.1 ),20.7,(+/- 1.3 ),19.5,(+/- 1.1 ),16.4,(+/- 1.1 ),14.2,(+/- 1.1 ),12.4,(+/- 1.1 ),10.3,(+/- 0.8 ),24.0,(+/- 1.4 ),13.9,(+/- 1.2 ),31.6,(+/- 1.7 ),12.1,(+/- 1.1 ),9.0,(+/- 1.0 ),8.8,(+/- 0.8 ),12.4,(+/- 0.9 ),9.8,(+/- 0.8 ),12.3,(+/- 0.9 ),12.8,(+/- 0.9 ),14.6,(+/- 0.9 ),12.8,(+/- 0.9 ),13.4,(+/- 1.0 ),15.8,(+/- 1.0 ),7.7,(+/- 0.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,5.5,(+/- 1.2 ),6.4,(+/- 1.2 ),4.8,(+/- 0.8 ),6.0,(+/- 1.1 ),11.3,(+/- 1.7 ),16.5,(+/- 2.2 ),27.1,(+/- 3.1 ),22.7,(+/- 2.2 ),17.5,(+/- 2.0 ),15.3,(+/- 2.1 ),14.0,(+/- 1.8 ),13.9,(+/- 2.0 ),28.5,(+/- 3.4 ),16.0,(+/- 2.0 ),32.4,(+/- 3.3 ),10.4,(+/- 1.6 ),7.2,(+/- 1.2 ),7.1,(+/- 1.4 ),9.4,(+/- 1.4 ),5.0,(+/- 1.0 ),7.5,(+/- 1.3 ),7.7,(+/- 1.0 ),6.9,(+/- 1.1 ),7.8,(+/- 1.2 ),7.7,(+/- 1.2 ),9.5,(+/- 1.1 ),5.8,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,5.1,(+/- 1.3 ),5.4,(+/- 1.2 ),3.2,(+/- 0.7 ),5.1,(+/- 0.9 ),10.4,(+/- 1.4 ),11.5,(+/- 1.3 ),22.6,(+/- 1.6 ),16.9,(+/- 1.5 ),14.7,(+/- 1.4 ),15.0,(+/- 1.7 ),11.9,(+/- 1.3 ),5.0,(+/- 0.9 ),25.5,(+/- 2.2 ),12.8,(+/- 1.4 ),33.4,(+/- 2.1 ),10.3,(+/- 1.6 ),9.5,(+/- 1.3 ),7.7,(+/- 1.1 ),9.9,(+/- 1.1 ),7.5,(+/- 1.1 ),10.1,(+/- 1.2 ),11.6,(+/- 1.4 ),11.5,(+/- 1.2 ),10.7,(+/- 1.1 ),12.4,(+/- 1.3 ),14.3,(+/- 1.4 ),5.8,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,19.9,(+/- 2.3 ),19.0,(+/- 2.1 ),19.0,(+/- 2.4 ),19.8,(+/- 2.2 ),25.9,(+/- 2.0 ),25.7,(+/- 2.1 ),26.6,(+/- 2.0 ),33.0,(+/- 1.8 ),28.7,(+/- 2.0 ),19.3,(+/- 1.7 ),27.8,(+/- 2.3 ),15.6,(+/- 1.5 ),32.6,(+/- 2.2 ),23.5,(+/- 2.1 ),48.2,(+/- 2.9 ),26.8,(+/- 2.3 ),20.1,(+/- 2.0 ),22.9,(+/- 2.2 ),26.1,(+/- 2.3 ),21.7,(+/- 2.0 ),27.1,(+/- 1.7 ),27.7,(+/- 2.0 ),31.3,(+/- 2.0 ),26.2,(+/- 2.0 ),25.0,(+/- 2.1 ),27.9,(+/- 1.8 ),19.3,(+/- 1.9 )
Education,School Enrollment,Population 3 years and over enrolled in school,181325,(+/- 6118 ),173068,(+/- 6401 ),176178,(+/- 5709 ),190039,(+/- 6480 ),215011,(+/- 7329 ),170622,(+/- 7856 ),185718,(+/- 9947 ),186199,(+/- 8563 ),191703,(+/- 8206 ),159796,(+/- 8093 ),178860,(+/- 6349 ),120260,(+/- 8713 ),204516,(+/- 9195 ),158998,(+/- 9039 ),236117,(+/- 9371 ),185716,(+/- 6558 ),204200,(+/- 4773 ),186624,(+/- 4692 ),151671,(+/- 5265 ),182585,(+/- 4602 ),155650,(+/- 3548 ),173042,(+/- 3675 ),179782,(+/- 3601 ),176336,(+/- 3721 ),186609,(+/- 4882 ),173262,(+/- 4280 ),159772,(+/- 4898 )
Education,School Enrollment,"Nursery school, preschool",8976,(+/- 1554 ),11019,(+/- 1882 ),11986,(+/- 1580 ),11243,(+/- 1903 ),13694,(+/- 1857 ),8600,(+/- 1520 ),15932,(+/- 1942 ),13926,(+/- 2091 ),12286,(+/- 2009 ),12997,(+/- 1994 ),11163,(+/- 1671 ),9094,(+/- 1908 ),13269,(+/- 2273 ),10892,(+/- 2004 ),11681,(+/- 1895 ),13117,(+/- 1511 ),13768,(+/- 1905 ),10998,(+/- 1623 ),7750,(+/- 1116 ),10427,(+/- 1891 ),9147,(+/- 1210 ),9016,(+/- 1139 ),8953,(+/- 1012 ),8175,(+/- 1120 ),9280,(+/- 1341 ),7654,(+/- 1404 ),8928,(+/- 1317 )
Education,School Enrollment,Kindergarten,7150,(+/- 1381 ),6986,(+/- 1180 ),8709,(+/- 1575 ),10978,(+/- 1636 ),8774,(+/- 1417 ),9445,(+/- 1660 ),11859,(+/- 1511 ),9695,(+/- 1396 ),11478,(+/- 1948 ),9648,(+/- 1459 ),10219,(+/- 1549 ),4592,(+/- 1455 ),9058,(+/- 1792 ),9042,(+/- 1628 ),14087,(+/- 1846 ),9186,(+/- 1579 ),10181,(+/- 1481 ),9488,(+/- 1607 ),6199,(+/- 1207 ),8416,(+/- 1254 ),7808,(+/- 1208 ),7842,(+/- 1415 ),5778,(+/- 962 ),8591,(+/- 1223 ),9223,(+/- 1456 ),7239,(+/- 1210 ),6614,(+/- 1141 )
Education,School Enrollment,Elementary school (grades 1-8),68585,(+/- 4434 ),70646,(+/- 4874 ),66726,(+/- 3880 ),70931,(+/- 3913 ),80650,(+/- 4630 ),62148,(+/- 4493 ),75377,(+/- 5264 ),67412,(+/- 4857 ),79069,(+/- 4832 ),53771,(+/- 4154 ),70035,(+/- 3804 ),33379,(+/- 4295 ),73675,(+/- 5329 ),59244,(+/- 4831 ),101255,(+/- 5113 ),69763,(+/- 4398 ),82826,(+/- 3180 ),76049,(+/- 3334 ),59563,(+/- 2614 ),63698,(+/- 2874 ),62478,(+/- 1856 ),64691,(+/- 2146 ),64305,(+/- 2006 ),65640,(+/- 2184 ),66630,(+/- 2152 ),63973,(+/- 2856 ),66504,(+/- 3065 )
Education,School Enrollment,High school (grades 9-12),42117,(+/- 2612 ),37906,(+/- 2648 ),38616,(+/- 3314 ),42846,(+/- 2772 ),42524,(+/- 3029 ),31232,(+/- 3101 ),37895,(+/- 3655 ),38266,(+/- 3003 ),35238,(+/- 2702 ),22959,(+/- 2627 ),36328,(+/- 2211 ),14841,(+/- 2887 ),38237,(+/- 3477 ),29699,(+/- 3332 ),51979,(+/- 3571 ),35545,(+/- 3003 ),45656,(+/- 2485 ),46769,(+/- 2590 ),34895,(+/- 1895 ),32275,(+/- 2246 ),35101,(+/- 1843 ),35458,(+/- 1665 ),35321,(+/- 1971 ),37565,(+/- 2087 ),37296,(+/- 1967 ),33669,(+/- 2074 ),38142,(+/- 2313 )
Education,School Enrollment,College or graduate school,54497,(+/- 3896 ),46511,(+/- 3516 ),50141,(+/- 3958 ),54041,(+/- 3612 ),69369,(+/- 3869 ),59197,(+/- 3999 ),44655,(+/- 3399 ),56900,(+/- 3664 ),53632,(+/- 4051 ),60421,(+/- 5103 ),51115,(+/- 4060 ),58354,(+/- 6094 ),70277,(+/- 5563 ),50121,(+/- 4064 ),57115,(+/- 4594 ),58105,(+/- 4235 ),51769,(+/- 2740 ),43320,(+/- 3485 ),43264,(+/- 4229 ),67769,(+/- 3700 ),41116,(+/- 2488 ),56035,(+/- 3127 ),65425,(+/- 2922 ),56365,(+/- 3129 ),64180,(+/- 4159 ),60727,(+/- 3075 ),39584,(+/- 2792 )
Education,Educational Attainment,Population 25 years and over,496437,(+/- 5713 ),492562,(+/- 7243 ),520941,(+/- 9089 ),492563,(+/- 8231 ),536759,(+/- 11299 ),556219,(+/- 11355 ),516819,(+/- 11813 ),538705,(+/- 13025 ),506179,(+/- 11913 ),510231,(+/- 13121 ),511976,(+/- 7141 ),568765,(+/- 14257 ),562833,(+/- 12495 ),492785,(+/- 13486 ),459976,(+/- 11686 ),506311,(+/- 9197 ),492159,(+/- 5568 ),482745,(+/- 5080 ),494345,(+/- 4575 ),490842,(+/- 4315 ),492810,(+/- 3226 ),478015,(+/- 2677 ),473139,(+/- 2759 ),482795,(+/- 1910 ),493155,(+/- 1966 ),489631,(+/- 4563 ),513895,(+/- 5135 )
Education,Educational Attainment,Less than 9th grade,14918,(+/- 3122 ),25328,(+/- 3118 ),21192,(+/- 3074 ),29234,(+/- 3560 ),46627,(+/- 3713 ),47229,(+/- 3744 ),74469,(+/- 4898 ),36343,(+/- 3560 ),34784,(+/- 3961 ),29842,(+/- 2919 ),35686,(+/- 3390 ),21066,(+/- 3291 ),75294,(+/- 6145 ),65179,(+/- 5123 ),79367,(+/- 4604 ),38083,(+/- 4036 ),35949,(+/- 4521 ),18006,(+/- 2604 ),17017,(+/- 2219 ),14653,(+/- 2579 ),16922,(+/- 2026 ),15852,(+/- 1668 ),15772,(+/- 1960 ),16555,(+/- 1967 ),16058,(+/- 2282 ),15647,(+/- 2055 ),8904,(+/- 1470 )
Education,Educational Attainment,"9th to 12th grade, no diploma",23549,(+/- 2812 ),29329,(+/- 3258 ),14850,(+/- 1913 ),21769,(+/- 2366 ),48804,(+/- 3595 ),43554,(+/- 3981 ),70654,(+/- 5348 ),46182,(+/- 3974 ),42244,(+/- 3399 ),27601,(+/- 3277 ),35551,(+/- 3239 ),16565,(+/- 2198 ),63650,(+/- 5251 ),45123,(+/- 3453 ),79279,(+/- 5060 ),37745,(+/- 3322 ),30136,(+/- 3468 ),28970,(+/- 2782 ),35761,(+/- 2729 ),27873,(+/- 2856 ),35151,(+/- 2679 ),35576,(+/- 2566 ),33676,(+/- 2416 ),34536,(+/- 2689 ),34381,(+/- 3173 ),34148,(+/- 2663 ),25659,(+/- 2188 )
Education,Educational Attainment,High school graduate (includes equivalency),149215,(+/- 6361 ),148018,(+/- 6135 ),108397,(+/- 5910 ),115927,(+/- 5493 ),156750,(+/- 7414 ),143276,(+/- 5943 ),117980,(+/- 5890 ),150414,(+/- 7039 ),130690,(+/- 5978 ),76660,(+/- 5034 ),143873,(+/- 6121 ),55944,(+/- 5380 ),130274,(+/- 8386 ),157135,(+/- 7712 ),127480,(+/- 6772 ),113892,(+/- 5523 ),97119,(+/- 5168 ),127244,(+/- 5409 ),152337,(+/- 4596 ),123519,(+/- 5110 ),176575,(+/- 4475 ),159447,(+/- 5517 ),163887,(+/- 5192 ),135706,(+/- 4772 ),112116,(+/- 4920 ),141261,(+/- 5282 ),159678,(+/- 5631 )
Education,Educational Attainment,"Some college, no degree",89460,(+/- 5712 ),87494,(+/- 3874 ),70968,(+/- 4413 ),78012,(+/- 4751 ),102133,(+/- 5810 ),75440,(+/- 5281 ),54997,(+/- 3890 ),82911,(+/- 5009 ),77014,(+/- 3926 ),47794,(+/- 4025 ),82506,(+/- 4199 ),44440,(+/- 4710 ),87820,(+/- 6597 ),62658,(+/- 4485 ),85176,(+/- 5732 ),73525,(+/- 4391 ),77267,(+/- 3980 ),86960,(+/- 4572 ),86233,(+/- 4231 ),78066,(+/- 4402 ),92562,(+/- 4676 ),83273,(+/- 3701 ),80564,(+/- 3640 ),91354,(+/- 4096 ),88040,(+/- 4333 ),90210,(+/- 3898 ),93981,(+/- 4075 )
Education,Educational Attainment,Associate's degree,49808,(+/- 3783 ),48664,(+/- 3161 ),36480,(+/- 3262 ),38354,(+/- 3641 ),45381,(+/- 3640 ),47282,(+/- 3503 ),24613,(+/- 2953 ),41324,(+/- 3463 ),31618,(+/- 3282 ),20860,(+/- 3059 ),37991,(+/- 3495 ),20283,(+/- 3062 ),31448,(+/- 4033 ),36554,(+/- 2913 ),31481,(+/- 3470 ),37346,(+/- 3440 ),32870,(+/- 2665 ),49106,(+/- 3402 ),58819,(+/- 3395 ),56592,(+/- 3852 ),57232,(+/- 3510 ),59398,(+/- 2855 ),55802,(+/- 3113 ),58435,(+/- 3339 ),58622,(+/- 3583 ),57476,(+/- 3847 ),67977,(+/- 3680 )
Education,Educational Attainment,Bachelor's degree,87110,(+/- 5742 ),94122,(+/- 5059 ),141827,(+/- 5737 ),114902,(+/- 5291 ),87427,(+/- 4458 ),117229,(+/- 6043 ),110060,(+/- 5754 ),112146,(+/- 5596 ),108133,(+/- 5369 ),153757,(+/- 7389 ),106775,(+/- 4759 ),221836,(+/- 8502 ),103641,(+/- 6465 ),83255,(+/- 5210 ),42846,(+/- 3396 ),105948,(+/- 5709 ),114830,(+/- 4861 ),95298,(+/- 4200 ),80832,(+/- 3669 ),106069,(+/- 4603 ),63053,(+/- 3611 ),72352,(+/- 3823 ),63790,(+/- 3445 ),82816,(+/- 4199 ),104275,(+/- 4473 ),86129,(+/- 3638 ),89161,(+/- 4371 )
Education,Educational Attainment,Graduate or professional degree,82377,(+/- 4333 ),59607,(+/- 3423 ),127227,(+/- 5109 ),94365,(+/- 4187 ),49637,(+/- 3302 ),82209,(+/- 4885 ),64046,(+/- 3813 ),69385,(+/- 3907 ),81696,(+/- 4327 ),153717,(+/- 7620 ),69594,(+/- 3893 ),188631,(+/- 9630 ),70706,(+/- 4864 ),42881,(+/- 3743 ),14347,(+/- 1931 ),99772,(+/- 4712 ),103988,(+/- 4550 ),77161,(+/- 3753 ),63346,(+/- 3379 ),84070,(+/- 4113 ),51315,(+/- 3173 ),52117,(+/- 3140 ),59648,(+/- 3269 ),63393,(+/- 3704 ),79663,(+/- 4611 ),64760,(+/- 4136 ),68535,(+/- 3685 )
Education,Educational Attainment,Percent high school graduate or higher,92.3,(+/- 0.8 ),88.9,(+/- 0.9 ),93.1,(+/- 0.7 ),89.6,(+/- 0.8 ),82.2,(+/- 0.9 ),83.7,(+/- 1.0 ),71.9,(+/- 1.2 ),84.7,(+/- 0.9 ),84.8,(+/- 0.9 ),88.7,(+/- 0.8 ),86.1,(+/- 0.9 ),93.4,(+/- 0.7 ),75.3,(+/- 1.3 ),77.6,(+/- 1.1 ),65.5,(+/- 1.2 ),85.0,(+/- 1.0 ),86.6,(+/- 1.1 ),90.3,(+/- 0.7 ),89.3,(+/- 0.6 ),91.3,(+/- 0.7 ),89.4,(+/- 0.7 ),89.2,(+/- 0.6 ),89.5,(+/- 0.7 ),89.4,(+/- 0.7 ),89.8,(+/- 0.8 ),89.8,(+/- 0.7 ),93.3,(+/- 0.5 )
Education,Educational Attainment,Percent bachelor's degree or higher,34.1,(+/- 1.4 ),31.2,(+/- 1.1 ),51.6,(+/- 1.2 ),42.5,(+/- 1.2 ),25.5,(+/- 0.9 ),35.9,(+/- 1.2 ),33.7,(+/- 1.2 ),33.7,(+/- 1.0 ),37.5,(+/- 1.2 ),60.3,(+/- 1.4 ),34.4,(+/- 1.1 ),72.2,(+/- 1.4 ),31.0,(+/- 1.3 ),25.6,(+/- 1.1 ),12.4,(+/- 0.8 ),40.6,(+/- 1.1 ),44.5,(+/- 1.2 ),35.7,(+/- 1.1 ),29.2,(+/- 1.0 ),38.7,(+/- 1.2 ),23.2,(+/- 0.9 ),26.0,(+/- 0.9 ),26.1,(+/- 1.0 ),30.3,(+/- 1.0 ),37.3,(+/- 1.1 ),30.8,(+/- 1.0 ),30.7,(+/- 1.0 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag,District 15 Estimate,District 15 Flag,District 16 Estimate,District 16 Flag,District 17 Estimate,District 17 Flag,District 18 Estimate,District 18 Flag,District 19 Estimate,District 19 Flag,District 20 Estimate,District 20 Flag,District 21 Estimate,District 21 Flag,District 22 Estimate,District 22 Flag,District 23 Estimate,District 23 Flag,District 24 Estimate,District 24 Flag,District 25 Estimate,District 25 Flag,District 26 Estimate,District 26 Flag,District 27 Estimate,District 27 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,234234,G,245350,G,380744,G,265713,G,152690,G,171117,G,210008,G,133517,G,118291,G,783690,G,152306,G,1506062,G,142612,G,146140,G,123074,G,174457,G,335386,G,224294,G,163003,G,329158,G,179106,G,223525,G,224368,G,275488,G,345751,G,351068,G,206842,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",140,G,10,G,149,H,10,J,a,D,a,D,a,D,a,D,a,D,0,N,a,D,83,J,a,D,0,N,0,N,1,G,59,G,258,G,506,G,c,D,553,G,190,G,373,H,89,H,c,D,a,D,179,H
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",87,H,25,H,29,J,a,D,a,D,0,N,a,D,0,N,0,N,c,D,0,N,56,G,0,N,b,D,0,N,11,G,b,D,113,J,302,G,469,G,456,G,232,H,820,G,162,J,b,D,134,H,658,H
Business,Paid employees for pay period including March 12,Utilities,705,J,444,J,3177,J,823,J,338,H,f,D,g,D,h,D,37,G,916,H,824,H,7737,J,a,D,2525,J,e,D,f,D,3284,J,1382,H,611,G,1395,H,981,H,1254,J,922,H,4335,H,g,D,1601,G,675,G
Business,Paid employees for pay period including March 12,Construction,18113,G,22562,G,15993,G,14532,G,8102,G,11336,G,14003,G,3988,G,3117,G,15143,G,10216,G,38877,G,1928,G,14027,G,5790,G,14277,G,17295,G,10163,G,8694,G,14245,G,8238,G,6673,G,7452,G,11465,G,11343,G,10700,G,11538,G
Business,Paid employees for pay period including March 12,Manufacturing,19328,G,28034,G,12178,G,9402,G,2845,H,4462,G,11164,G,4245,G,1235,G,11789,G,1605,G,20187,G,456,H,5142,G,4847,G,6648,G,13403,G,14197,G,13416,G,23017,G,20559,G,29440,G,34692,G,29977,G,34435,G,29934,G,36296,G
Business,Paid employees for pay period including March 12,Wholesale trade,14033,G,21664,G,25808,G,9761,G,3632,G,5664,G,13859,G,5498,G,2095,G,25544,G,3131,G,79394,G,703,G,7394,G,10295,G,4657,G,18919,G,11422,G,5726,G,13682,G,5314,G,8715,G,6154,G,15417,G,15277,G,17649,G,10381,G
Business,Paid employees for pay period including March 12,Retail trade,40491,G,35162,G,41227,G,41157,G,18760,G,24304,G,23788,G,21132,G,16212,G,56372,G,25066,G,99659,G,14894,G,17153,G,17058,G,29499,G,39626,G,39380,G,28684,G,43722,G,36390,G,33382,G,33558,G,39176,G,41091,G,42450,G,37783,G
